#,Name,MLBAMID,Last,First,Lastv2,Firstv2,YahooName
1,Clayton Kershaw,477132,Kershaw,Clayton,Kershaw,Clayton,Clayton Kershaw
2,Carlos Santana,467793,Santana,Carlos,Santana,Carlos,Carlos Santana
3,Cory Rasmus,474284,Rasmus,Cory,Rasmus,Cory,Cory Rasmus
4,Tommy Pham,502054,Pham,Tommy,Pham,Tommy,Tommy Pham
5,Kenley Jansen,445276,Jansen,Kenley,Jansen,Kenley,Kenley Jansen
6,Max Scherzer,453286,Scherzer,Max,Scherzer,Max,Max Scherzer
7,Liam Hendriks,521230,Hendriks,Liam,Hendriks,Liam,Liam Hendriks
8,Justin Wilson,458677,Wilson,Justin,Wilson,Justin,Justin Wilson
9,Charlie Morton,450203,Morton,Charlie,Morton,Charlie,Charlie Morton
10,Giancarlo Stanton,519317,Stanton,Giancarlo,Stanton,Giancarlo,Giancarlo Stanton
11,Anthony Gose,543238,Gose,Anthony,Gose,Anthony,Anthony Gose
12,Justin Turner,457759,Turner,Justin,Turner,Justin,Justin Turner
13,Sandy Leon,506702,Leon,Sandy,León,Sandy,Sandy León
14,Freddie Freeman,518692,Freeman,Freddie,Freeman,Freddie,Freddie Freeman
15,Jose Altuve,514888,Altuve,Jose,Altuve,Jose,Jose Altuve
16,Kyle Higashioka,543309,Higashioka,Kyle,Higashioka,Kyle,Kyle Higashioka
17,Ryan Brasier,518489,Brasier,Ryan,Brasier,Ryan,Ryan Brasier
18,Wilmer Flores,527038,Flores,Wilmer,Flores,Wilmer,Wilmer Flores
19,Leury Garcia,544725,Garcia,Leury,Garcia,Leury,Leury García
20,Alex Cobb,502171,Cobb,Alex,Cobb,Alex,Alex Cobb
21,Carlos Carrasco,471911,Carrasco,Carlos,Carrasco,Carlos,Carlos Carrasco
22,Craig Kimbrel,518886,Kimbrel,Craig,Kimbrel,Craig,Craig Kimbrel
23,Martin Perez,527048,Perez,Martin,Pérez,Martín,Martín Pérez
24,Luis Garcia,472610,Garcia,Luis,García,Luis,Luis García
25,Salvador Perez,521692,Perez,Salvador,Perez,Salvador,Salvador Perez
26,Evan Scribner,519267,Scribner,Evan,Scribner,Evan,Evan Scribner
27,Travis d’Arnaud,518595,d’Arnaud,Travis,d’Arnaud,Travis,Travis d’Arnaud
28,Miguel Rojas,500743,Rojas,Miguel,Rojas,Miguel,Miguel Rojas
29,Hunter Strickland,519326,Strickland,Hunter,Strickland,Hunter,Hunter Strickland
30,Bryan Shaw,543766,Shaw,Bryan,Shaw,Bryan,Bryan Shaw
31,David Robertson,502085,Robertson,David,Robertson,David,David Robertson
32,Donovan Solano,456781,Solano,Donovan,Solano,Donovan,Donovan Solano
33,Justin Verlander,434378,Verlander,Justin,Verlander,Justin,Justin Verlander
34,Wade Miley,489119,Miley,Wade,Miley,Wade,Wade Miley
35,Kirby Yates,489446,Yates,Kirby,Yates,Kirby,Kirby Yates
36,Nathan Eovaldi,543135,Eovaldi,Nathan,Eovaldi,Nathan,Nathan Eovaldi
37,Casey Kelly,543391,Kelly,Casey,Kelly,Casey,Casey Kelly
38,Paul Goldschmidt,502671,Goldschmidt,Paul,Goldschmidt,Paul,Paul Goldschmidt
39,Starling Marte,516782,Marte,Starling,Marte,Starling,Starling Marte
40,Patrick Corbin,571578,Corbin,Patrick,Corbin,Patrick,Patrick Corbin
41,Dallas Keuchel,572971,Keuchel,Dallas,Keuchel,Dallas,Dallas Keuchel
42,Christian Vazquez,543877,Vazquez,Christian,Vázquez,Christian,Christian Vázquez
43,Nolan Arenado,571448,Arenado,Nolan,Arenado,Nolan,Nolan Arenado
44,Andrew McCutchen,457705,McCutchen,Andrew,McCutchen,Andrew,Andrew McCutchen
45,Trayce Thompson,572204,Thompson,Trayce,Thompson,Trayce,Trayce Thompson
46,Christian Bethancourt,542194,Bethancourt,Christian,Bethancourt,Christian,Christian Bethancourt
47,Chris Owings,572008,Owings,Chris,Owings,Chris,Chris Owings
48,Tyler Matzek,554431,Matzek,Tyler,Matzek,Tyler,Tyler Matzek
49,Max Stassi,545358,Stassi,Max,Stassi,Max,Max Stassi
50,Mike Trout,545361,Trout,Mike,Trout,Mike,Mike Trout
51,Shelby Miller,571946,Miller,Shelby,Miller,Shelby,Shelby Miller
52,Tucker Barnhart,571466,Barnhart,Tucker,Barnhart,Tucker,Tucker Barnhart
53,Jose Iglesias,578428,Iglesias,Jose,Iglesias,Jose,Jose Iglesias
54,Aroldis Chapman,547973,Chapman,Aroldis,Chapman,Aroldis,Aroldis Chapman
55,Randal Grichuk,545341,Grichuk,Randal,Grichuk,Randal,Randal Grichuk
56,Zack Wheeler,554430,Wheeler,Zack,Wheeler,Zack,Zack Wheeler
57,Erasmo Ramirez,541640,Ramirez,Erasmo,Ramírez,Erasmo,Erasmo Ramírez
58,Michael Tonkin,543859,Tonkin,Michael,Tonkin,Michael,Michael Tonkin
59,Rafael Ortega,542364,Ortega,Rafael,Ortega,Rafael,Rafael Ortega
60,Marcell Ozuna,542303,Ozuna,Marcell,Ozuna,Marcell,Marcell Ozuna
61,Enrique Hernandez,571771,Hernandez,Enrique,Hernández,Enrique,Enrique Hernández
62,Scott Alexander,518397,Alexander,Scott,Alexander,Scott,Scott Alexander
63,Chris Sale,519242,Sale,Chris,Sale,Chris,Chris Sale
64,Carlos Perez,542208,Perez,Carlos,Pérez,Carlos,Carlos Pérez
65,Rob Brantly,542963,Brantly,Rob,Brantly,Rob,Rob Brantly
66,Gio Urshela,570482,Urshela,Gio,Urshela,Gio,Gio Urshela
67,Jurickson Profar,595777,Profar,Jurickson,Profar,Jurickson,Jurickson Profar
68,Michael Mariot,592527,Mariot,Michael,Mariot,Michael,Michael Mariot
69,Rangel Ravelo,592660,Ravelo,Rangel,Ravelo,Rangel,Rangel Ravelo
70,Chasen Shreve,592741,Shreve,Chasen,Shreve,Chasen,Chasen Shreve
71,Jacob deGrom,594798,deGrom,Jacob,deGrom,Jacob,Jacob deGrom
72,Vince Velasquez,592826,Velasquez,Vince,Velasquez,Vince,Vince Velasquez
73,Tyler Lyons,544928,Lyons,Tyler,Lyons,Tyler,Tyler Lyons
74,Tommy Kahnle,592454,Kahnle,Tommy,Kahnle,Tommy,Tommy Kahnle
75,Jose Quintana,500779,Quintana,Jose,Quintana,Jose,Jose Quintana
76,Drew Pomeranz,519141,Pomeranz,Drew,Pomeranz,Drew,Drew Pomeranz
77,Gary Sanchez,596142,Sanchez,Gary,Sánchez,Gary,Gary Sánchez
78,Mark Canha,592192,Canha,Mark,Canha,Mark,Mark Canha
79,Dixon Machado,553988,Machado,Dixon,Machado,Dixon,Dixon Machado
80,Christian Yelich,592885,Yelich,Christian,Yelich,Christian,Christian Yelich
81,Robbie Ray,592662,Ray,Robbie,Ray,Robbie,Robbie Ray
82,Michael A. Taylor,572191,Taylor,Michael A.,Taylor,Michael A.,Michael A. Taylor
83,Manny Machado,592518,Machado,Manny,Machado,Manny,Manny Machado
84,Bryce Harper,547180,Harper,Bryce,Harper,Bryce,Bryce Harper
85,Jose Urena,570632,Urena,Jose,Ureña,José,José Ureña
86,Yolmer Sanchez,570560,Sanchez,Yolmer,Sánchez,Yolmer,Yolmer Sánchez
87,Willson Contreras,575929,Contreras,Willson,Contreras,Willson,Willson Contreras
88,Brandon Drury,592273,Drury,Brandon,Drury,Brandon,Brandon Drury
89,Heath Hembree,592390,Hembree,Heath,Hembree,Heath,Heath Hembree
90,Jameson Taillon,592791,Taillon,Jameson,Taillon,Jameson,Jameson Taillon
91,Elias Diaz,553869,Diaz,Elias,Díaz,Elias,Elias Díaz
92,Nick Castellanos,592206,Castellanos,Nick,Castellanos,Nick,Nick Castellanos
93,J.T. Realmuto,592663,Realmuto,J.T.,Realmuto,J.T.,J.T. Realmuto
94,Hector Neris,593576,Neris,Hector,Neris,Héctor,Héctor Neris
95,Taijuan Walker,592836,Walker,Taijuan,Walker,Taijuan,Taijuan Walker
96,Joc Pederson,592626,Pederson,Joc,Pederson,Joc,Joc Pederson
97,Hanser Alberto,593643,Alberto,Hanser,,,
98,Jon Berti,542932,Berti,Jon,Berti,Jon,Jon Berti
99,Kyle Hendricks,543294,Hendricks,Kyle,Hendricks,Kyle,Kyle Hendricks
100,Scott McGough,543518,McGough,Scott,McGough,Scott,Scott McGough
101,Yimi Garcia,554340,Garcia,Yimi,García,Yimi,Yimi García
102,Max Kepler,596146,Kepler,Max,Kepler,Max,Max Kepler
103,Ben Gamel,592325,Gamel,Ben,Gamel,Ben,Ben Gamel
104,Xander Bogaerts,593428,Bogaerts,Xander,Bogaerts,Xander,Xander Bogaerts
105,Jorge Alfaro,595751,Alfaro,Jorge,Alfaro,Jorge,Jorge Alfaro
106,Aaron Brooks,605156,Brooks,Aaron,Brooks,Aaron,Aaron Brooks
107,Chris Bassitt,605135,Bassitt,Chris,Bassitt,Chris,Chris Bassitt
108,Colin Rea,607067,Rea,Colin,Rea,Colin,Colin Rea
109,Jacob Barnes,606930,Barnes,Jacob,Barnes,Jacob,Jacob Barnes
110,Seth Lugo,607625,Lugo,Seth,Lugo,Seth,Seth Lugo
111,Marcus Semien,543760,Semien,Marcus,Semien,Marcus,Marcus Semien
112,Eugenio Suarez,553993,Suarez,Eugenio,Suárez,Eugenio,Eugenio Suárez
113,Trevor Story,596115,Story,Trevor,Story,Trevor,Trevor Story
114,Blake Treinen,595014,Treinen,Blake,Treinen,Blake,Blake Treinen
115,Adrian Houser,605288,Houser,Adrian,Houser,Adrian,Adrian Houser
116,Nick Martinez,607259,Martinez,Nick,Martinez,Nick,Nick Martinez
117,Rafael Montero,606160,Montero,Rafael,Montero,Rafael,Rafael Montero
118,Chris Devenski,606965,Devenski,Chris,Devenski,Chris,Chris Devenski
119,Sonny Gray,543243,Gray,Sonny,Gray,Sonny,Sonny Gray
120,Mike Clevinger,605182,Clevinger,Mike,Clevinger,Mike,Mike Clevinger
121,Andrew Kittredge,552640,Kittredge,Andrew,Kittredge,Andrew,Andrew Kittredge
122,George Springer,543807,Springer,George,Springer,George,George Springer
123,Shawn Armstrong,542888,Armstrong,Shawn,Armstrong,Shawn,Shawn Armstrong
124,James McCann,543510,McCann,James,McCann,James,James McCann
125,Anthony Rendon,543685,Rendon,Anthony,Rendon,Anthony,Anthony Rendon
126,Andrew McKirahan,605374,McKirahan,Andrew,McKirahan,Andrew,Andrew McKirahan
127,Tyler Anderson,542881,Anderson,Tyler,Anderson,Tyler,Tyler Anderson
128,Francisco Lindor,596019,Lindor,Francisco,Lindor,Francisco,Francisco Lindor
129,Brandon Nimmo,607043,Nimmo,Brandon,Nimmo,Brandon,Brandon Nimmo
130,Joe Musgrove,605397,Musgrove,Joe,Musgrove,Joe,Joe Musgrove
131,Joe Ross,605452,Ross,Joe,Ross,Joe,Joe Ross
132,Austin Hedges,595978,Hedges,Austin,Hedges,Austin,Austin Hedges
133,Javier Baez,595879,Baez,Javier,Báez,Javier,Javier Báez
134,Andrew Chafin,605177,Chafin,Andrew,Chafin,Andrew,Andrew Chafin
135,Anthony DeSclafani,543101,DeSclafani,Anthony,DeSclafani,Anthony,Anthony DeSclafani
136,Teoscar Hernandez,606192,Hernandez,Teoscar,Hernández,Teoscar,Teoscar Hernández
137,Yu Darvish,506433,Darvish,Yu,Darvish,Yu,Yu Darvish
138,Gerrit Cole,543037,Cole,Gerrit,Cole,Gerrit,Gerrit Cole
139,Derek Law,571882,Law,Derek,Law,Derek,Derek Law
140,Josh Bell,605137,Bell,Josh,Bell,Josh,Josh Bell
141,Jorge Polanco,593871,Polanco,Jorge,Polanco,Jorge,Jorge Polanco
142,Eduardo Rodriguez,593958,Rodriguez,Eduardo,Rodriguez,Eduardo,Eduardo Rodriguez
143,Orlando Arcia,606115,Arcia,Orlando,Arcia,Orlando,Orlando Arcia
144,Michael Fulmer,605242,Fulmer,Michael,Fulmer,Michael,Michael Fulmer
145,Jesse Hahn,534910,Hahn,Jesse,Hahn,Jesse,Jesse Hahn
146,Danny Coulombe,543056,Coulombe,Danny,Coulombe,Danny,Danny Coulombe
147,Max Muncy,571970,Muncy,Max,Muncy,Max,Max Muncy
148,Ildemaro Vargas,545121,Vargas,Ildemaro,Vargas,Ildemaro,Ildemaro Vargas
149,Adrian Sampson,592716,Sampson,Adrian,Sampson,Adrian,Adrian Sampson
150,Luke Maile,571912,Maile,Luke,Maile,Luke,Luke Maile
151,Tyler Naquin,571980,Naquin,Tyler,Naquin,Tyler,Tyler Naquin
152,Steven Matz,571927,Matz,Steven,Matz,Steven,Steven Matz
153,Christian Walker,572233,Walker,Christian,Walker,Christian,Christian Walker
154,Pierce Johnson,572955,Johnson,Pierce,Johnson,Pierce,Pierce Johnson
155,Taylor Rogers,573124,Rogers,Taylor,Rogers,Taylor,Taylor Rogers
156,Lucas Sims,608371,Sims,Lucas,Sims,Lucas,Lucas Sims
157,Tom Murphy,608596,Murphy,Tom,Murphy,Tom,Tom Murphy
158,Jose Ramirez,608070,Ramirez,Jose,Ramírez,José,José Ramírez
159,Matt Bowman,621199,Bowman,Matt,Bowman,Matt,Matt Bowman
160,Blake Snell,605483,Snell,Blake,Snell,Blake,Blake Snell
161,Steven Okert,595345,Okert,Steven,Okert,Steven,Steven Okert
162,Jesse Winker,608385,Winker,Jesse,Winker,Jesse,Jesse Winker
163,Robert Stephenson,596112,Stephenson,Robert,Stephenson,Robert,Robert Stephenson
164,Carl Edwards Jr.,605218,Edwards Jr.,Carl,Edwards Jr.,Carl,Carl Edwards Jr.
165,Mookie Betts,605141,Betts,Mookie,Betts,Mookie,Mookie Betts
166,Ketel Marte,606466,Marte,Ketel,Marte,Ketel,Ketel Marte
167,Carson Kelly,608348,Kelly,Carson,Kelly,Carson,Carson Kelly
168,Jeimer Candelario,600869,Candelario,Jeimer,Candelario,Jeimer,Jeimer Candelario
169,Corey Seager,608369,Seager,Corey,Seager,Corey,Corey Seager
170,Jacob Stallings,607732,Stallings,Jacob,Stallings,Jacob,Jacob Stallings
171,Chris Taylor,621035,Taylor,Chris,Taylor,Chris,Chris Taylor
172,Travis Jankowski,608671,Jankowski,Travis,Jankowski,Travis,Travis Jankowski
173,Rob Refsnyder,608701,Refsnyder,Rob,Refsnyder,Rob,Rob Refsnyder
174,Zach Eflin,621107,Eflin,Zach,Eflin,Zach,Zach Eflin
175,Matt Strahm,621381,Strahm,Matt,Strahm,Matt,Matt Strahm
176,Paul Sewald,623149,Sewald,Paul,Sewald,Paul,Paul Sewald
177,Tyler Heineman,623168,Heineman,Tyler,Heineman,Tyler,Tyler Heineman
178,Brent Suter,608718,Suter,Brent,Suter,Brent,Brent Suter
179,Michael Wacha,608379,Wacha,Michael,Wacha,Michael,Michael Wacha
180,Kevin Gausman,592332,Gausman,Kevin,Gausman,Kevin,Kevin Gausman
181,Albert Almora Jr.,546991,Almora Jr.,Albert,Almora Jr.,Albert,Albert Almora Jr.
182,Lance McCullers Jr.,621121,McCullers Jr.,Lance,McCullers Jr.,Lance,Lance McCullers Jr.
183,Byron Buxton,621439,Buxton,Byron,Buxton,Byron,Byron Buxton
184,Carlos Correa,621043,Correa,Carlos,Correa,Carlos,Carlos Correa
185,Jose Berrios,621244,Berrios,Jose,Berríos,José,José Berríos
186,Josh Hader,623352,Hader,Josh,Hader,Josh,Josh Hader
187,Jorge Soler,624585,Soler,Jorge,Soler,Jorge,Jorge Soler
188,Ray Black,605143,Black,Ray,Black,Ray,Ray Black
189,Wandy Peralta,593974,Peralta,Wandy,Peralta,Wandy,Wandy Peralta
190,Frankie Montas,593423,Montas,Frankie,Montas,Frankie,Frankie Montas Jr.
191,Matt Olson,621566,Olson,Matt,Olson,Matt,Matt Olson
192,Raimel Tapia,606132,Tapia,Raimel,,,
193,Ty Blach,621389,Blach,Ty,Blach,Ty,Ty Blach
194,Tyler Glasnow,607192,Glasnow,Tyler,Glasnow,Tyler,Tyler Glasnow
195,Amir Garrett,607237,Garrett,Amir,Garrett,Amir,Amir Garrett
196,Harold Ramirez,623912,Ramirez,Harold,,,
197,Joe Hudson,621529,Hudson,Joe,Hudson,Joe,Joe Hudson
198,Jose Leclerc,600917,Leclerc,Jose,Leclerc,José,José Leclerc
199,Carlos Estevez,608032,Estevez,Carlos,Estévez,Carlos,Carlos Estévez
200,Edwin Diaz,621242,Diaz,Edwin,Díaz,Edwin,Edwin Díaz
201,Paul Blackburn,621112,Blackburn,Paul,Blackburn,Paul,Paul Blackburn
202,Kyle Farmer,571657,Farmer,Kyle,Farmer,Kyle,Kyle Farmer
203,Buck Farmer,571656,Farmer,Buck,Farmer,Buck,Buck Farmer
204,Michael Lorenzen,547179,Lorenzen,Michael,Lorenzen,Michael,Michael Lorenzen
205,Joe Mantiply,573009,Mantiply,Joe,Mantiply,Joe,Joe Mantiply
206,Sam Moll,594580,Moll,Sam,Moll,Sam,Sam Moll
207,Jon Gray,592351,Gray,Jon,Gray,Jon,Jon Gray
208,Chad Kuhl,641771,Kuhl,Chad,Kuhl,Chad,Chad Kuhl
209,German Marquez,608566,Marquez,German,Márquez,Germán,Germán Márquez
210,Trevor Gott,641627,Gott,Trevor,Gott,Trevor,Trevor Gott
211,Dom Nunez,624513,Nunez,Dom,Nuñez,Dom,Dom Nuñez
212,Rob Zastryzny,642239,Zastryzny,Rob,Zastryzny,Rob,Rob Zastryzny
213,Ben Heller,621294,Heller,Ben,Heller,Ben,Ben Heller
214,Ryan McMahon,641857,McMahon,Ryan,McMahon,Ryan,Ryan McMahon
215,Mitch Garver,641598,Garver,Mitch,Garver,Mitch,Mitch Garver
216,Adam Frazier,624428,Frazier,Adam,Frazier,Adam,Adam Frazier
217,Mike Tauchman,643565,Tauchman,Mike,Tauchman,Mike,Mike Tauchman
218,Andrew Heaney,571760,Heaney,Andrew,Heaney,Andrew,Andrew Heaney
219,Kris Bryant,592178,Bryant,Kris,Bryant,Kris,Kris Bryant
220,Matthew Boyd,571510,Boyd,Matthew,Boyd,Matthew,Matthew Boyd
221,Jose De Leon,592254,De Leon,Jose,De León,José,José De León
222,Lucas Giolito,608337,Giolito,Lucas,Giolito,Lucas,Lucas Giolito
223,Antonio Senzatela,622608,Senzatela,Antonio,Senzatela,Antonio,Antonio Senzatela
224,J.P. Crawford,641487,Crawford,J.P.,Crawford,J.P.,J.P. Crawford
225,Kendall Graveman,608665,Graveman,Kendall,Graveman,Kendall,Kendall Graveman
226,Aaron Judge,592450,Judge,Aaron,Judge,Aaron,Aaron Judge
227,Dominic Smith,642086,Smith,Dominic,Smith,Dominic,Dominic Smith
228,Billy McKinney,641856,McKinney,Billy,McKinney,Billy,Billy McKinney
229,Reese McGuire,624512,McGuire,Reese,McGuire,Reese,Reese McGuire
230,Rowdy Tellez,642133,Tellez,Rowdy,Tellez,Rowdy,Rowdy Tellez
231,Miguel Castro,612434,Castro,Miguel,Castro,Miguel,Miguel Castro
232,Luis Castillo,622491,Castillo,Luis,Castillo,Luis,Luis Castillo
233,Tyler Wade,642180,Wade,Tyler,Wade,Tyler,Tyler Wade
234,Joe Jimenez,641729,Jimenez,Joe,Jiménez,Joe,Joe Jiménez
235,Wander Suero,593833,Suero,Wander,Suero,Wander,Wander Suero
236,Sean Manaea,640455,Manaea,Sean,Manaea,Sean,Sean Manaea
237,Luis Severino,622663,Severino,Luis,Severino,Luis,Luis Severino
238,Aledmys Diaz,649557,Diaz,Aledmys,,,
239,Austin Nola,543592,Nola,Austin,Nola,Austin,Austin Nola
240,Ryne Stanek,592773,Stanek,Ryne,Stanek,Ryne,Ryne Stanek
241,Cody Bellinger,641355,Bellinger,Cody,Bellinger,Cody,Cody Bellinger
242,Carlos Rodon,607074,Rodon,Carlos,Rodón,Carlos,Carlos Rodón
243,Aaron Nola,605400,Nola,Aaron,Nola,Aaron,Aaron Nola
244,J.D. Davis,605204,Davis,J.D.,Davis,J.D.,J.D. Davis
245,Trea Turner,607208,Turner,Trea,Turner,Trea,Trea Turner
246,Michael Conforto,624424,Conforto,Michael,Conforto,Michael,Michael Conforto
247,Reynaldo Lopez,625643,Lopez,Reynaldo,López,Reynaldo,Reynaldo López
248,Francisco Mejia,642336,Mejia,Francisco,Mejía,Francisco,Francisco Mejía
249,Christian Arroyo,624414,Arroyo,Christian,Arroyo,Christian,Christian Arroyo
250,Kyle Schwarber,656941,Schwarber,Kyle,Schwarber,Kyle,Kyle Schwarber
251,Matt Chapman,656305,Chapman,Matt,Chapman,Matt,Matt Chapman
252,Dan Altavilla,656186,Altavilla,Dan,Altavilla,Dan,Dan Altavilla
253,Danny Jansen,643376,Jansen,Danny,Jansen,Danny,Danny Jansen
254,Ozzie Albies,645277,Albies,Ozzie,Albies,Ozzie,Ozzie Albies
255,Austin Gomber,596295,Gomber,Austin,Gomber,Austin,Austin Gomber
256,Greg Allen,656185,Allen,Greg,Allen,Greg,Greg Allen
257,Brock Stewart,592779,Stewart,Brock,Stewart,Brock,Brock Stewart
258,Colin Moran,592567,Moran,Colin,,,
259,Luke Weaver,596133,Weaver,Luke,Weaver,Luke,Luke Weaver
260,Aramis Garcia,605244,Garcia,Aramis,Garcia,Aramis,Aramis Garcia
261,Jonah Heim,641680,Heim,Jonah,Heim,Jonah,Jonah Heim
262,Sean Newcomb,656794,Newcomb,Sean,Newcomb,Sean,Sean Newcomb
263,Grant Holmes,656550,Holmes,Grant,Holmes,Grant,Grant Holmes
264,Trevor Williams,592866,Williams,Trevor,Williams,Trevor,Trevor Williams
265,Tyler Beede,595881,Beede,Tyler,Beede,Tyler,Tyler Beede
266,Gleyber Torres,650402,Torres,Gleyber,Torres,Gleyber,Gleyber Torres
267,Raisel Iglesias,628452,Iglesias,Raisel,Iglesias,Raisel,Raisel Iglesias
268,Chad Wallach,595453,Wallach,Chad,Wallach,Chad,Chad Wallach
269,Yoan Moncada,660162,Moncada,Yoan,Moncada,Yoán,Yoán Moncada
270,Jorge Mateo,622761,Mateo,Jorge,Mateo,Jorge,Jorge Mateo
271,Jeff Hoffman,656546,Hoffman,Jeff,Hoffman,Jeff,Jeff Hoffman
272,Alex Bregman,608324,Bregman,Alex,Bregman,Alex,Alex Bregman
273,Andrew Benintendi,643217,Benintendi,Andrew,Benintendi,Andrew,Andrew Benintendi
274,Nathan Lukes,664770,Lukes,Nathan,Lukes,Nathan,Nathan Lukes
275,Carson Fulmer,608334,Fulmer,Carson,Fulmer,Carson,Carson Fulmer
276,Dansby Swanson,621020,Swanson,Dansby,Swanson,Dansby,Dansby Swanson
277,Kenta Maeda,628317,Maeda,Kenta,Maeda,Kenta,Kenta Maeda
278,Yuli Gurriel,493329,Gurriel,Yuli,Gurriel,Yuli,Yuli Gurriel
279,Chris Martin,455119,Martin,Chris,Martin,Chris,Chris Martin
280,Wilking Rodriguez,516853,Rodriguez,Wilking,Rodríguez,Wilking,Wilking Rodríguez
281,Fernando Cruz,518585,Cruz,Fernando,Cruz,Fernando,Fernando Cruz
282,Merrill Kelly,518876,Kelly,Merrill,Kelly,Merrill,Merrill Kelly
283,Albert Suarez,544150,Suarez,Albert,Suárez,Albert,Albert Suárez
284,Cody Poteet,547001,Poteet,Cody,Poteet,Cody,Cody Poteet
285,Michael Kelly,547184,Kelly,Michael,Kelly,Michael,Michael Kelly
286,Brooks Raley,548384,Raley,Brooks,Raley,Brooks,Brooks Raley
287,David Buchanan,571527,Buchanan,David,Buchanan,David,David Buchanan
288,Miles Mikolas,571945,Mikolas,Miles,Mikolas,Miles,Miles Mikolas
289,Hoby Milner,571948,Milner,Hoby,Milner,Hoby,Hoby Milner
290,Jon Singleton,572138,Singleton,Jon,Singleton,Jon,Jon Singleton
291,Burch Smith,572143,Smith,Burch,Smith,Burch,Burch Smith
292,Brian Moran,572383,Moran,Brian,Moran,Brian,Brian Moran
293,Caleb Thielbar,573204,Thielbar,Caleb,Thielbar,Caleb,Caleb Thielbar
294,Mike Yastrzemski,573262,Yastrzemski,Mike,Yastrzemski,Mike,Mike Yastrzemski
295,Yusei Kikuchi,579328,Kikuchi,Yusei,Kikuchi,Yusei,Yusei Kikuchi
296,Jason Adam,592094,Adam,Jason,Adam,Jason,Jason Adam
297,Cam Booser,592155,Booser,Cam,Booser,Cam,Cam Booser
298,Dylan Covey,592229,Covey,Dylan,Covey,Dylan,Dylan Covey
299,Niko Goodrum,592348,Goodrum,Niko,Goodrum,Niko,Niko Goodrum
300,Zack Weiss,592848,Weiss,Zack,Weiss,Zack,Zack Weiss
301,Ben Lively,594902,Lively,Ben,Lively,Ben,Ben Lively
302,Nick Burdi,595897,Burdi,Nick,Burdi,Nick,Nick Burdi
303,John Curtiss,595928,Curtiss,John,Curtiss,John,John Curtiss
304,Jakob Junis,596001,Junis,Jakob,Junis,Jakob,Jakob Junis
305,Austin Slater,596103,Slater,Austin,Slater,Austin,Austin Slater
306,Garrett Stubbs,596117,Stubbs,Garrett,Stubbs,Garrett,Garrett Stubbs
307,Thyago Vieira,600986,Vieira,Thyago,Vieira,Thyago,Thyago Vieira
308,Nick Pivetta,601713,Pivetta,Nick,Pivetta,Nick,Nick Pivetta
309,Yonathan Daza,602074,Daza,Yonathan,,,
310,Ramon Urias,602104,Urias,Ramon,Urías,Ramón,Ramón Urías
311,Justin Anderson,605121,Anderson,Justin,Anderson,Justin,Justin Anderson
312,Scott Barlow,605130,Barlow,Scott,Barlow,Scott,Scott Barlow
313,John Brebbia,605154,Brebbia,John,Brebbia,John,John Brebbia
314,Colten Brewer,605155,Brewer,Colten,Brewer,Colten,Colten Brewer
315,Victor Caratini,605170,Caratini,Victor,Caratini,Victor,Victor Caratini
316,Clay Holmes,605280,Holmes,Clay,Holmes,Clay,Clay Holmes
317,Jack Lopez,605346,Lopez,Jack,López,Jack,Jack López
318,Vimael Machin,605353,Machin,Vimael,Machín,Vimael,Vimael Machín
319,Nick Martini,605361,Martini,Nick,Martini,Nick,Nick Martini
320,Yacksel Rios,605441,Rios,Yacksel,Ríos,Yacksel,Yacksel Ríos
321,Jordan Romano,605447,Romano,Jordan,Romano,Jordan,Jordan Romano
322,Tayler Scott,605463,Scott,Tayler,Scott,Tayler,Tayler Scott
323,Jeffrey Springs,605488,Springs,Jeffrey,Springs,Jeffrey,Jeffrey Springs
324,Zach Thompson,605507,Thompson,Zach,Thompson,Zach,Zach Thompson
325,Brandon Woodruff,605540,Woodruff,Brandon,Woodruff,Brandon,Brandon Woodruff
326,Harold Castro,605612,Castro,Harold,Castro,Harold,Harold Castro
327,Giovanny Gallegos,606149,Gallegos,Giovanny,Gallegos,Giovanny,Giovanny Gallegos
328,Yefry Ramirez,606162,Ramirez,Yefry,Ramírez,Yefry,Yefry Ramirez
329,Joel Payamps,606303,Payamps,Joel,Payamps,Joel,Joel Payamps
330,Eric Haase,606992,Haase,Eric,Haase,Eric,Eric Haase
331,Kyle Hart,606996,Hart,Kyle,Hart,Kyle,Kyle Hart
332,Jordan Weems,607179,Weems,Jordan,Weems,Jordan,Jordan Weems
333,Erick Fedde,607200,Fedde,Erick,Fedde,Erick,Erick Fedde
334,Joey Krehbiel,607216,Krehbiel,Joey,Krehbiel,Joey,Joey Krehbiel
335,Beau Taylor,607333,Taylor,Beau,Taylor,Beau,Beau Taylor
336,Anthony Banda,607455,Banda,Anthony,Banda,Anthony,Anthony Banda
337,Aaron Bummer,607481,Bummer,Aaron,Bummer,Aaron,Aaron Bummer
338,Kyle Freeland,607536,Freeland,Kyle,Freeland,Kyle,Kyle Freeland
339,John Means,607644,Means,John,Means,John,John Means
340,Andrew Vasquez,607755,Vasquez,Andrew,Vasquez,Andrew,Andrew Vasquez
341,Max Fried,608331,Fried,Max,Fried,Max,Max Fried
342,Chris Okey,608360,Okey,Chris,Okey,Chris,Chris Okey
343,Tomoyuki Sugano,608372,Sugano,Tomoyuki,Sugano,Tomoyuki,Tomoyuki Sugano
