,batter,player_name,game_date,stand,p_throws,pitch_type,effective_speed,pfx_x,pfx_z,plate_x,plate_z,zone,description,launch_speed,launch_angle,hc_x,hc_y,if_fielding_alignment,events
103693,592518,"Rodriguez, Grayson",2024-07-26,R,R,SL,85.6,0.61,-0.28,-0.02,2.12,8.0,hit_into_play,101.7,-14.0,115.38,147.31,Standard,force_out
103697,650402,"Jansen, Kenley",2024-07-26,R,R,SI,94.9,-0.53,1.61,-0.58,2.83,1.0,hit_into_play,105.6,8.0,77.48,114.12,Standard,single
103702,677800,"Holmes, Clay",2024-07-26,L,R,SI,95.5,-1.29,0.34,-0.71,2.39,4.0,hit_into_play,96.2,15.0,148.8,83.25,Standard,double
103704,646240,"Weaver, Luke",2024-07-26,L,R,CH,88.4,-1.04,0.32,-0.41,2.5,4.0,hit_into_play,94.1,63.0,70.98,133.5,Standard,field_out
103706,665742,"Horn, Bailey",2024-07-26,L,L,ST,82.4,-1.55,0.16,-0.22,2.62,2.0,hit_into_play,96.5,5.0,145.88,177.02,Infield shade,field_out
103711,663757,"Horn, Bailey",2024-07-26,L,L,ST,80.5,-1.69,0.09,-0.92,2.68,13.0,hit_into_play,53.5,-52.0,130.84,176.62,Standard,field_out
103717,700250,"Kelly, Zack",2024-07-26,L,R,CH,85.7,-1.55,0.15,-0.38,1.84,7.0,hit_into_play,79.9,24.0,180.45,106.41,Infield shade,field_out
103720,650402,"Kelly, Zack",2024-07-26,R,R,FF,98.7,-0.88,1.24,-0.56,3.06,1.0,hit_into_play,93.2,10.0,199.52,115.78,Standard,single
103728,592450,"Kelly, Zack",2024-07-26,R,R,FC,93.9,0.24,0.86,-0.05,2.45,8.0,hit_into_play,114.4,26.0,122.19,8.21,,home_run
103734,646240,"Hill, Tim",2024-07-26,L,L,SI,90.2,1.18,-0.54,0.02,2.57,5.0,hit_into_play,82.9,17.0,113.09,92.02,Infield shade,single
103748,663757,"Winckowski, Josh",2024-07-26,L,R,FC,91.5,0.23,0.41,0.33,2.75,6.0,hit_into_play,86.8,29.0,111.46,68.72,Standard,field_out
103752,700250,"Booser, Cam",2024-07-26,L,L,FC,89.3,-0.27,0.45,0.46,2.54,6.0,hit_into_play,86.6,-11.0,145.37,179.04,Strategic,field_out
103754,650402,"Booser, Cam",2024-07-26,R,L,FC,87.9,-0.25,0.49,-0.39,1.33,13.0,hit_into_play,88.8,28.0,63.56,80.16,Standard,double
103761,592450,"Bello, Brayan",2024-07-26,R,R,ST,85.8,0.54,0.01,0.35,2.51,9.0,hit_into_play,81.7,27.0,68.33,99.01,Strategic,field_out
103762,665742,"Bello, Brayan",2024-07-26,L,R,ST,86.7,0.64,-0.26,0.23,2.49,5.0,hit_into_play,77.2,28.0,103.87,97.57,Infield shade,field_out
103765,663757,"Bello, Brayan",2024-07-26,L,R,SI,96.2,-1.44,0.29,0.12,2.46,5.0,hit_into_play,96.4,23.0,81.12,69.85,Standard,double
103766,680776,"Cortes, Nestor",2024-07-26,L,L,FC,88.7,-0.14,1.15,-0.67,1.96,7.0,hit_into_play,75.9,15.0,115.51,100.6,Standard,single
103779,646240,"Cortes, Nestor",2024-07-26,L,L,ST,80.9,-1.16,-0.01,-0.85,1.9,13.0,hit_into_play,106.3,17.0,45.14,91.37,Standard,single
103784,592450,"Bello, Brayan",2024-07-26,R,R,SI,98.3,-1.49,0.47,-0.34,2.43,7.0,hit_into_play,94.7,-12.0,104.89,157.79,Standard,grounded_into_double_play
103791,665742,"Bello, Brayan",2024-07-26,L,R,CH,89.3,-1.56,0.37,-1.08,2.19,13.0,hit_into_play,91.2,26.0,124.1,58.12,Standard,field_out
103811,650402,"Bello, Brayan",2024-07-26,R,R,ST,86.9,0.56,-0.03,0.71,1.8,9.0,hit_into_play,68.6,-13.0,128.38,177.34,Strategic,field_out
103818,680776,"Cortes, Nestor",2024-07-26,L,L,FF,91.3,0.37,1.58,-0.02,3.4,2.0,hit_into_play,95.4,43.0,50.81,108.33,Infield shade,field_out
103825,665742,"Bello, Brayan",2024-07-26,L,R,SI,97.7,-1.57,0.27,-0.25,1.75,8.0,hit_into_play,105.4,-22.0,144.31,148.47,Infield shade,field_out
103834,502054,"Thornton, Trent",2024-07-26,R,R,FF,96.2,-0.67,1.45,-0.08,2.97,2.0,hit_into_play,100.9,11.0,101.15,68.88,Standard,double
103846,683734,"Kirby, George",2024-07-26,R,R,FF,94.0,-1.01,1.13,-0.16,2.62,5.0,hit_into_play,107.0,12.0,68.29,91.3,Standard,single
103848,593871,"Peralta, Sammy",2024-07-26,R,L,ST,78.0,-1.16,0.26,-0.06,2.76,5.0,hit_into_play,94.8,33.0,106.14,54.63,Standard,field_out
103852,502054,"Kirby, George",2024-07-26,R,R,SI,96.8,-1.48,0.95,0.04,1.96,8.0,hit_into_play,102.0,-11.0,113.61,128.62,Standard,field_out
103858,663728,"Peralta, Sammy",2024-07-26,R,L,CH,83.1,1.43,-0.18,-0.02,1.7,8.0,hit_into_play,77.4,-20.0,103.13,163.66,Standard,force_out
103861,593871,"Shuster, Jared",2024-07-26,R,L,FF,92.7,0.77,1.35,-0.13,2.23,5.0,hit_into_play,105.0,28.0,58.01,42.48,Standard,home_run
103863,663728,"Shuster, Jared",2024-07-26,R,L,CH,84.2,1.0,0.66,0.71,2.03,9.0,hit_into_play,106.4,11.0,71.64,107.45,Infield shade,single
103871,683734,"Kirby, George",2024-07-26,R,R,FS,87.2,-1.01,0.17,-0.48,2.07,4.0,hit_into_play,78.9,-1.0,100.85,163.66,Standard,field_out
103875,502054,"Kirby, George",2024-07-26,R,R,FF,97.4,-0.84,1.43,0.46,2.65,6.0,hit_into_play,106.1,3.0,190.54,115.78,Standard,single
103881,593871,"Shuster, Jared",2024-07-26,R,L,SL,85.3,-0.16,0.36,-0.61,1.8,7.0,hit_into_play,75.8,83.0,142.06,198.81,Standard,field_out
103886,683734,"Kirby, George",2024-07-26,R,R,SL,87.5,0.28,-0.44,0.43,2.31,6.0,hit_into_play,96.5,18.0,175.56,87.95,Standard,field_out
103889,502054,"Kirby, George",2024-07-26,R,R,SI,95.8,-1.51,1.22,0.58,2.06,9.0,hit_into_play,103.7,1.0,191.76,117.6,Standard,single
103895,663728,"Shuster, Jared",2024-07-26,R,L,CH,82.1,0.95,0.87,0.45,2.32,6.0,hit_into_play,81.4,27.0,55.38,100.06,Infield shade,field_out
103902,663728,"Thorpe, Drew",2024-07-26,L,R,CH,82.6,-1.34,1.15,-0.83,2.34,13.0,hit_into_play,105.4,22.0,185.8,59.66,Infield shade,double
103910,596146,"Vest, Will",2024-07-26,L,R,FF,95.2,-1.03,1.1,-0.91,2.13,13.0,hit_into_play,89.8,15.0,134.99,84.67,Infield shade,single
103915,621439,"Vest, Will",2024-07-26,R,R,SI,94.9,-1.39,0.54,-0.15,2.64,5.0,hit_into_play,67.5,12.0,132.95,137.14,Standard,field_out
103922,596146,"Wentz, Joey",2024-07-26,L,L,FC,85.6,-0.13,0.48,-0.53,1.83,7.0,hit_into_play,89.3,-29.0,153.29,155.98,Infield shade,field_out
103932,670242,"Wentz, Joey",2024-07-26,L,L,FF,92.9,0.76,1.41,-0.63,3.16,1.0,hit_into_play,101.9,35.0,157.26,48.25,Infield shade,field_out
103933,596146,"Montero, Keider",2024-07-26,L,R,CH,86.0,-1.1,0.93,-0.24,2.0,8.0,hit_into_play,74.9,7.0,161.09,158.34,Infield shade,field_out
103935,663616,"Montero, Keider",2024-07-26,L,R,SL,82.3,0.93,-0.07,-0.23,1.61,8.0,hit_into_play,98.2,24.0,104.26,51.13,Standard,field_out
103942,621439,"Montero, Keider",2024-07-26,R,R,FF,94.7,-0.11,1.14,-0.12,3.3,2.0,hit_into_play,106.0,10.0,39.0,106.0,Standard,double
103952,596146,"Montero, Keider",2024-07-26,L,R,FF,96.0,-0.55,1.38,-0.31,2.34,4.0,hit_into_play,100.1,0.0,108.11,164.12,Infield shade,field_out
103967,670242,"Montero, Keider",2024-07-26,L,R,KC,78.9,1.56,-0.69,0.6,2.43,6.0,hit_into_play,99.3,36.0,223.52,81.32,Infield shade,home_run
103969,596146,"Montero, Keider",2024-07-26,L,R,KC,77.9,1.02,-0.99,0.12,2.14,8.0,hit_into_play,78.8,11.0,152.72,135.39,Infield shade,field_out
103970,663616,"Montero, Keider",2024-07-26,L,R,FF,95.3,-0.36,1.3,0.17,1.73,8.0,hit_into_play,106.2,20.0,197.23,64.86,Infield shade,home_run
103975,621439,"Montero, Keider",2024-07-26,R,R,SL,83.4,1.16,-0.08,0.22,2.44,5.0,hit_into_play,105.2,25.0,80.58,50.45,Standard,home_run
103981,660271,"Pressly, Ryan",2024-07-26,L,R,FF,95.7,-0.25,1.53,0.16,1.8,8.0,hit_into_play,113.5,-3.0,145.43,94.8,Infield shade,single
103983,673237,"Yarbrough, Ryan",2024-07-26,R,L,ST,68.3,-1.27,0.25,0.1,1.41,8.0,hit_into_play,74.4,36.0,81.06,102.27,Standard,field_out
103985,608324,"Stone, Gavin",2024-07-26,R,R,SI,95.2,-1.16,1.2,-0.71,2.88,1.0,hit_into_play,95.0,43.0,129.74,76.37,Standard,field_out
103998,673237,"Stone, Gavin",2024-07-26,R,R,SI,94.8,-1.26,0.96,-0.94,1.33,13.0,hit_into_play,95.0,-8.0,97.15,145.51,Standard,single
103999,608324,"Stone, Gavin",2024-07-26,R,R,SI,95.6,-1.03,1.27,-0.98,2.67,11.0,hit_into_play,69.3,-19.0,110.95,156.14,Standard,field_out
104004,669257,"Valdez, Framber",2024-07-26,R,L,CH,90.7,1.55,0.07,0.06,1.04,14.0,hit_into_play,91.3,-19.0,107.37,157.43,Infield shade,field_out
104007,673237,"Stone, Gavin",2024-07-26,R,R,CH,88.0,-1.46,0.26,-0.37,2.56,4.0,hit_into_play,82.9,-31.0,94.22,168.82,Standard,field_out
104008,608324,"Stone, Gavin",2024-07-26,R,R,FF,95.5,-0.81,1.61,-0.15,2.78,5.0,hit_into_play,105.2,26.0,31.37,71.72,Standard,home_run
104012,660271,"Valdez, Framber",2024-07-26,L,L,SL,87.1,-0.33,-0.03,-0.58,2.46,4.0,hit_into_play,99.8,20.0,87.23,69.92,Infield shade,field_out
104017,673237,"Stone, Gavin",2024-07-26,R,R,SI,96.8,-1.23,1.23,-0.52,2.9,1.0,hit_into_play,79.4,7.0,172.29,116.09,Standard,single
104020,608324,"Stone, Gavin",2024-07-26,R,R,SI,96.9,-1.22,1.3,-0.49,1.71,7.0,hit_into_play,87.7,38.0,189.98,102.23,Standard,field_out
104030,660271,"Valdez, Framber",2024-07-26,L,L,SI,94.5,1.33,0.98,0.6,2.58,6.0,hit_into_play,97.7,18.0,101.75,65.69,Infield shade,double
104031,673548,"Stratton, Chris",2024-07-26,R,R,FF,91.3,-0.55,1.13,-0.46,3.11,1.0,hit_into_play,108.3,4.0,46.68,132.62,Standard,double
104037,683737,"Stratton, Chris",2024-07-26,L,R,FF,91.7,-0.41,1.16,-0.59,2.79,1.0,hit_into_play,85.8,-30.0,161.42,160.56,Infield shade,field_out
104043,521692,"Tinoco, Jesus",2024-07-26,R,R,SL,89.8,0.1,0.43,-0.01,2.11,8.0,hit_into_play,71.1,60.0,154.64,151.65,Standard,field_out
104054,677951,"Tinoco, Jesus",2024-07-26,R,R,SI,97.1,-1.27,0.57,0.69,1.53,14.0,hit_into_play,79.9,-26.0,126.8,172.49,Standard,field_out
104057,673548,"Singer, Brady",2024-07-26,R,R,SI,93.9,-1.08,0.82,0.16,1.94,5.0,hit_into_play,95.3,23.0,210.17,105.98,Standard,single
104059,683737,"Singer, Brady",2024-07-26,L,R,SI,94.6,-1.2,0.64,0.17,2.09,5.0,hit_into_play,96.8,-4.0,144.66,148.86,Infield shade,field_out
104068,521692,"Hendricks, Kyle",2024-07-26,R,R,SI,88.5,-1.02,0.4,-0.08,2.49,5.0,hit_into_play,109.9,24.0,32.99,69.01,Standard,home_run
104074,686469,"Hendricks, Kyle",2024-07-26,L,R,CH,81.4,-1.26,0.39,-1.16,1.88,13.0,hit_into_play,101.0,14.0,168.3,69.41,Standard,single
104078,677951,"Hendricks, Kyle",2024-07-26,R,R,CH,79.3,-0.61,0.83,0.81,2.17,9.0,hit_into_play,110.9,-11.0,122.33,87.32,Standard,single
104080,521692,"Hendricks, Kyle",2024-07-26,R,R,SI,87.6,-0.88,0.64,-1.11,3.06,11.0,hit_into_play,52.8,31.0,91.09,146.11,Standard,field_out
104083,686469,"Hendricks, Kyle",2024-07-26,L,R,FF,86.6,-0.42,1.07,-0.45,3.4,1.0,hit_into_play,87.5,55.0,81.59,111.76,Standard,field_out
104095,677951,"Hendricks, Kyle",2024-07-26,R,R,SI,88.7,-1.09,0.71,-0.23,2.65,5.0,hit_into_play,78.0,68.0,120.63,157.34,Standard,field_out
104100,521692,"Hendricks, Kyle",2024-07-26,R,R,SI,87.1,-1.03,0.57,0.86,2.58,14.0,hit_into_play,106.7,17.0,200.4,77.47,Standard,field_out
104102,686469,"Hendricks, Kyle",2024-07-26,L,R,CU,74.7,1.16,-0.44,-0.7,2.18,7.0,hit_into_play,97.4,13.0,173.7,110.03,Infield shade,single
104105,677951,"Hendricks, Kyle",2024-07-26,R,R,CH,79.9,-0.45,1.07,1.35,2.48,14.0,hit_into_play,65.9,-2.0,148.49,161.22,Standard,field_out
104107,673548,"Singer, Brady",2024-07-26,R,R,SI,96.1,-1.28,0.72,-0.56,2.43,4.0,hit_into_play,68.1,-30.0,102.02,162.6,Standard,field_out
104119,687263,"Erceg, Lucas",2024-07-26,R,R,SI,99.7,-1.21,0.88,0.29,1.85,9.0,hit_into_play,107.0,10.0,133.75,123.63,Standard,field_out
104121,671732,"Contreras, Roansy",2024-07-26,L,R,FF,95.3,-0.53,1.24,-0.22,2.81,5.0,hit_into_play,96.4,19.0,76.54,82.54,Strategic,field_out
104125,681351,"Estes, Joey",2024-07-26,R,R,FF,90.8,-0.48,1.19,0.84,3.13,12.0,hit_into_play,76.0,8.0,151.55,134.69,Standard,single
104127,621493,"Estes, Joey",2024-07-26,R,R,FF,91.2,-0.32,1.3,0.09,3.01,2.0,hit_into_play,92.1,41.0,200.1,103.3,Standard,field_out
104129,667670,"Moore, Matt",2024-07-26,R,L,CH,82.6,1.19,0.74,-0.28,2.32,4.0,hit_into_play,108.5,14.0,115.05,71.14,Infield shade,field_out
104130,666176,"Estes, Joey",2024-07-26,R,R,ST,77.6,1.61,0.69,1.46,2.64,14.0,hit_into_play,74.3,68.0,151.26,162.23,Standard,field_out
104135,671732,"Quijada, José",2024-07-26,L,L,FF,95.1,0.32,1.35,0.22,3.22,2.0,hit_into_play,79.2,49.0,87.46,114.87,Infield shade,field_out
104143,687263,"Estes, Joey",2024-07-26,R,R,FF,91.9,-0.72,1.33,-0.23,3.26,2.0,hit_into_play,99.1,45.0,81.61,73.74,Standard,field_out
104145,681351,"Estes, Joey",2024-07-26,R,R,ST,78.6,1.39,0.52,1.03,2.19,14.0,hit_into_play,92.4,18.0,101.61,78.48,Standard,single
104146,621493,"Estes, Joey",2024-07-26,R,R,FF,92.2,-0.66,1.21,-0.39,2.51,4.0,hit_into_play,87.5,52.0,169.06,112.92,Standard,field_out
104148,667670,"Crouse, Hans",2024-07-26,R,R,SL,82.9,-0.32,0.02,0.42,2.61,6.0,hit_into_play,108.1,22.0,114.99,31.99,Infield shade,home_run
104164,687263,"Blackburn, Paul",2024-07-26,R,R,SI,92.9,-1.06,0.61,-0.33,3.09,1.0,hit_into_play,71.7,7.0,112.73,144.48,Standard,field_out
104173,667670,"Fulmer, Carson",2024-07-26,R,R,FF,94.0,-0.47,1.53,0.35,2.43,6.0,hit_into_play,97.6,41.0,186.12,87.02,Infield shade,field_out
104174,621493,"Blackburn, Paul",2024-07-26,R,R,SI,90.6,-0.89,0.65,-0.61,2.09,7.0,hit_into_play,88.6,27.0,162.54,76.13,Standard,field_out
104176,671732,"Fulmer, Carson",2024-07-26,L,R,CH,87.7,-1.34,0.13,-0.15,2.49,5.0,hit_into_play,92.6,24.0,203.29,82.59,Infield shade,field_out
104180,666176,"Blackburn, Paul",2024-07-26,R,R,FF,92.3,-0.58,1.26,0.44,3.45,3.0,hit_into_play,95.3,57.0,161.55,112.61,Standard,field_out
104181,667670,"Fulmer, Carson",2024-07-26,R,R,FF,93.7,-0.54,1.4,-0.22,3.14,2.0,hit_into_play,88.2,-14.0,91.87,150.72,Infield shade,field_out
104184,687263,"Blackburn, Paul",2024-07-26,R,R,FF,91.4,-0.35,1.36,0.48,2.29,6.0,hit_into_play,102.4,39.0,140.18,49.77,Standard,field_out
104186,681351,"Blackburn, Paul",2024-07-26,R,R,SI,91.0,-0.92,0.8,-1.0,2.0,13.0,hit_into_play,99.6,6.0,81.93,132.77,Standard,single
104189,621493,"Blackburn, Paul",2024-07-26,R,R,FF,92.3,-0.34,1.24,-0.02,2.55,5.0,hit_into_play,100.6,30.0,138.68,31.5,Standard,home_run
104194,671732,"Fulmer, Carson",2024-07-26,L,R,FF,93.4,-0.77,1.17,-0.23,3.54,2.0,hit_into_play,103.0,38.0,140.1,53.74,Infield shade,field_out
104197,661388,"Scott, Tanner",2024-07-26,R,L,FF,97.8,0.75,1.32,-0.57,1.96,7.0,hit_into_play,105.3,-6.0,80.2,105.12,Standard,single
104201,660821,"Junk, Janson",2024-07-26,L,R,CU,83.3,0.29,-1.14,0.2,2.0,8.0,hit_into_play,110.4,36.0,127.31,37.19,Standard,field_out
104202,668930,"Brazobán, Huascar",2024-07-26,L,R,CH,90.5,-1.26,0.15,-0.7,2.13,4.0,hit_into_play,66.2,-28.0,148.73,171.24,Standard,field_out
104212,661388,"Bender, Anthony",2024-07-26,R,R,ST,83.4,1.31,-0.19,0.71,1.65,9.0,hit_into_play,79.8,-9.0,112.68,151.91,Standard,field_out
104214,668930,"Rogers, Trevor",2024-07-26,L,L,SI,91.1,1.43,0.86,1.16,2.7,12.0,hit_into_play,79.0,23.0,166.49,108.17,Strategic,field_out
104221,656555,"Rogers, Trevor",2024-07-26,R,L,SI,89.0,1.64,0.91,0.67,2.42,6.0,hit_into_play,88.8,54.0,98.41,111.43,Infield shade,field_out
104228,661388,"Rogers, Trevor",2024-07-26,R,L,FF,90.2,0.8,1.22,0.09,2.55,5.0,hit_into_play,107.8,21.0,109.13,54.2,Standard,double
104232,668930,"Rogers, Trevor",2024-07-26,L,L,SI,93.3,1.48,0.66,-0.46,2.26,4.0,hit_into_play,89.3,-13.0,118.78,152.93,Standard,field_out
104237,656555,"Rogers, Trevor",2024-07-26,R,L,CH,87.8,1.37,0.11,0.72,2.81,6.0,hit_into_play,103.9,32.0,50.5,54.76,Infield shade,home_run
104243,660821,"Peralta, Freddy",2024-07-26,L,R,CH,86.3,-1.3,0.44,-0.82,2.29,4.0,hit_into_play,104.1,4.0,107.2,157.98,Standard,field_out
104244,661388,"Rogers, Trevor",2024-07-26,R,L,SI,93.1,1.5,0.55,0.48,1.68,9.0,hit_into_play,91.4,-34.0,118.27,157.0,Standard,field_out
104248,668930,"Rogers, Trevor",2024-07-26,L,L,CH,87.2,1.27,-0.02,0.22,1.55,8.0,hit_into_play,103.8,-2.0,156.85,166.67,Standard,field_out
104253,660821,"Peralta, Freddy",2024-07-26,L,R,FF,93.1,-0.84,1.48,-0.93,2.18,13.0,hit_into_play,88.4,28.0,74.92,82.58,Strategic,field_out
104261,607043,"Chavez, Jesse",2024-07-26,L,R,SI,91.4,-1.41,0.67,0.08,2.12,8.0,hit_into_play,101.5,-10.0,110.85,146.62,Infield shade,field_out
104262,621566,"Ottavino, Adam",2024-07-26,L,R,ST,79.7,1.69,-0.03,-0.56,2.73,4.0,hit_into_play,105.3,13.0,162.01,86.89,Infield shade,single
104270,542303,"Ottavino, Adam",2024-07-26,R,R,ST,80.4,1.56,0.2,0.96,2.6,14.0,hit_into_play,74.9,22.0,159.03,106.45,Standard,single
104278,663586,"Ottavino, Adam",2024-07-26,R,R,FF,94.9,-0.75,1.22,-0.39,2.97,1.0,hit_into_play,96.6,17.0,197.24,112.06,Standard,field_out
104289,624413,"Bummer, Aaron",2024-07-26,R,L,ST,82.1,-1.6,-0.03,0.5,1.43,14.0,hit_into_play,69.8,-46.0,114.48,176.32,Standard,field_error
104294,607043,"Bummer, Aaron",2024-07-26,L,L,ST,80.7,-1.31,0.08,0.34,1.73,9.0,hit_into_play,88.3,33.0,105.04,80.47,Infield shade,field_out
104301,542303,"Orze, Eric",2024-07-26,R,R,FS,86.2,-0.91,0.14,-0.28,2.95,4.0,hit_into_play,100.9,25.0,28.54,81.03,Standard,home_run
104303,663586,"Senga, Kodai",2024-07-26,R,R,FO,83.6,-0.57,0.32,-0.09,1.47,8.0,hit_into_play,73.0,74.0,135.09,176.32,Standard,field_out
104324,668901,"Morton, Charlie",2024-07-26,R,R,CU,80.0,1.11,-1.03,-0.56,2.36,4.0,hit_into_play,100.5,24.0,51.12,65.52,Standard,home_run
104328,624413,"Morton, Charlie",2024-07-26,R,R,CU,82.8,1.04,-0.91,0.44,1.58,9.0,hit_into_play,68.2,-23.0,115.86,149.8,Standard,field_out
104344,663586,"Senga, Kodai",2024-07-26,R,R,FF,93.2,-0.59,1.4,-0.53,2.54,4.0,hit_into_play,104.0,32.0,117.42,38.13,Strategic,field_out
104345,668901,"Morton, Charlie",2024-07-26,R,R,SI,92.7,-1.64,0.45,-0.38,1.6,7.0,hit_into_play,104.8,-11.0,133.27,141.17,Standard,single
104346,624413,"Morton, Charlie",2024-07-26,R,R,FF,93.9,-1.39,0.74,-0.44,2.05,7.0,hit_into_play,85.1,27.0,171.54,93.78,Standard,field_out
104363,663586,"Senga, Kodai",2024-07-26,R,R,FC,94.2,0.02,0.9,0.46,2.61,6.0,hit_into_play,76.9,-12.0,145.75,153.4,Strategic,field_out
104367,669016,"Clase, Emmanuel",2024-07-26,L,R,FC,100.6,-0.03,0.82,0.0,2.2,5.0,hit_into_play,107.6,-14.0,112.03,146.61,Standard,field_out
104369,547180,"Gaddis, Hunter",2024-07-26,L,R,SL,91.1,0.39,0.45,0.1,1.43,14.0,hit_into_play,95.4,-12.0,171.02,155.31,Infield shade,field_out
104376,656941,"Smith, Cade",2024-07-26,L,R,FF,97.6,-0.71,1.35,-1.07,2.35,13.0,hit_into_play,89.6,14.0,124.22,98.76,Infield shade,single
104383,669016,"Lively, Ben",2024-07-26,L,R,CH,86.3,-1.22,0.32,-0.11,2.14,5.0,hit_into_play,97.9,-11.0,164.86,147.62,Standard,field_out
104386,547180,"Lively, Ben",2024-07-26,L,R,CH,86.0,-1.39,0.58,-0.3,2.07,7.0,hit_into_play,98.0,-8.0,166.38,154.24,Infield shade,field_out
104398,547180,"Lively, Ben",2024-07-26,L,R,ST,78.3,0.5,0.02,-0.28,0.84,13.0,hit_into_play,76.2,45.0,136.59,113.72,Infield shade,field_out
104404,656941,"Lively, Ben",2024-07-26,L,R,FF,92.7,-0.8,1.16,-1.32,3.19,11.0,hit_into_play,75.9,-34.0,140.98,155.26,Infield shade,field_out
104413,547180,"Lively, Ben",2024-07-26,L,R,ST,76.8,0.87,-0.04,-0.16,1.43,13.0,hit_into_play,71.2,80.0,132.85,190.38,Infield shade,field_out
104426,656305,"Blach, Ty",2024-07-26,R,L,SI,87.8,1.41,0.65,-0.28,1.9,7.0,hit_into_play,98.2,-28.0,108.39,156.11,Strategic,field_out
104429,671218,"Blach, Ty",2024-07-26,R,L,SI,88.1,1.51,0.6,-0.36,2.29,4.0,hit_into_play,111.1,24.0,33.0,68.33,Standard,home_run
104432,641857,"Walker, Ryan",2024-07-26,L,R,SL,81.6,1.33,0.26,0.08,2.63,5.0,hit_into_play,82.7,48.0,80.62,117.42,Standard,field_out
104434,696100,"Baumann, Mike",2024-07-26,R,R,KC,87.3,-0.09,-0.42,-0.33,2.54,4.0,hit_into_play,92.1,32.0,70.36,67.93,Standard,field_out
104441,641857,"Harrison, Kyle",2024-07-26,L,L,FF,91.8,1.29,0.87,0.09,2.84,5.0,hit_into_play,95.9,-13.0,153.95,152.05,Strategic,field_out
104449,671218,"Kinley, Tyler",2024-07-26,R,R,FF,94.2,-0.31,1.38,-0.08,2.33,5.0,hit_into_play,94.2,68.0,179.77,150.03,Strategic,field_out
104462,671218,"Freeland, Kyle",2024-07-26,R,L,FF,91.3,0.6,1.41,-0.84,2.95,11.0,hit_into_play,102.1,36.0,71.05,61.19,Strategic,field_out
104463,641857,"Harrison, Kyle",2024-07-26,L,L,SV,79.7,-1.03,-0.48,-0.31,2.57,4.0,hit_into_play,86.5,-1.0,154.97,154.08,Standard,field_out
104469,671218,"Freeland, Kyle",2024-07-26,R,L,FC,87.2,0.5,0.49,0.52,1.68,9.0,hit_into_play,103.7,23.0,186.61,66.65,Strategic,triple
104479,656305,"Freeland, Kyle",2024-07-26,R,L,CH,85.9,0.74,0.63,-0.31,2.25,4.0,hit_into_play,112.8,3.0,104.84,170.28,Strategic,field_out
104490,676475,"Finnegan, Kyle",2024-07-26,L,R,FF,97.2,-0.77,1.13,0.39,2.05,9.0,hit_into_play,77.1,10.0,150.75,156.19,Standard,field_out
104499,575929,"Barnes, Jacob",2024-07-26,R,R,FC,91.0,0.53,0.61,0.81,2.07,9.0,hit_into_play,84.3,37.0,166.52,89.33,Standard,field_out
104501,663457,"Barnes, Jacob",2024-07-26,L,R,FC,93.3,0.39,0.76,0.23,1.76,8.0,hit_into_play,93.8,0.0,143.16,154.82,Strategic,field_out
104505,676475,"Floro, Dylan",2024-07-26,L,R,CH,82.2,-0.86,0.43,-0.13,0.63,13.0,hit_into_play,76.5,-17.0,97.81,168.24,Standard,field_out
104517,695578,"Gray, Sonny",2024-07-26,L,R,FF,93.2,0.09,1.08,0.55,2.91,6.0,hit_into_play,96.6,-19.0,150.93,161.07,Standard,field_out
104519,676475,"Gore, MacKenzie",2024-07-26,L,L,FF,97.7,0.54,1.51,-0.11,3.02,2.0,hit_into_play,99.7,14.0,129.36,81.26,Standard,field_out
104522,575929,"Gore, MacKenzie",2024-07-26,R,L,FC,91.6,-0.2,0.77,-0.64,2.0,7.0,hit_into_play,96.7,0.0,106.76,161.07,Standard,grounded_into_double_play
104531,676475,"Gore, MacKenzie",2024-07-26,L,L,SL,87.0,-0.03,0.15,-0.58,2.02,7.0,hit_into_play,96.3,-12.0,161.08,88.84,Infield shade,single
104536,575929,"Gore, MacKenzie",2024-07-26,R,L,FF,96.7,0.58,1.39,0.25,1.54,8.0,hit_into_play,108.2,4.0,100.99,84.82,Standard,single
104546,676475,"Gore, MacKenzie",2024-07-26,L,L,FF,96.1,0.7,1.4,-0.23,1.75,8.0,hit_into_play,107.7,2.0,116.41,146.83,Standard,force_out
104548,575929,"Gore, MacKenzie",2024-07-26,R,L,FF,96.2,0.22,1.31,-0.62,1.8,7.0,hit_into_play,63.8,34.0,166.52,125.35,Standard,single
104549,663886,"Rodríguez, Manuel",2024-07-26,R,R,SI,97.8,-1.27,0.63,-0.8,2.17,4.0,hit_into_play,69.6,-59.0,119.62,180.0,Standard,field_out
104551,650490,"Martinez, Nick",2024-07-26,R,R,FC,88.7,0.11,1.06,-0.21,2.48,5.0,hit_into_play,90.4,75.0,106.91,180.0,Strategic,field_out
104564,650490,"Cruz, Fernando",2024-07-26,R,R,FS,81.5,-0.92,0.34,0.11,2.05,8.0,hit_into_play,80.1,19.0,119.42,77.02,Strategic,single
104574,682829,"Baz, Shane",2024-07-26,L,R,KC,84.0,0.64,-1.2,0.49,1.88,9.0,hit_into_play,100.3,-13.0,156.68,144.95,Infield shade,field_out
104577,650490,"Lodolo, Nick",2024-07-26,R,L,FF,93.2,1.43,0.71,0.06,2.99,2.0,hit_into_play,103.3,18.0,76.34,61.12,Strategic,field_out
